cik,ticker,year_old,year_new,filepath,n_added,n_removed,similarity,added_ratio
895126,CHK,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/895126_2015_2016.json,200,104,0.046,0.6154
895126,CHK,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/895126_2016_2017.json,121,128,0.0616,0.3817
895126,CHK,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/895126_2017_2018.json,126,167,0.2327,0.4565
895126,CHK,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/895126_2018_2019.json,191,115,0.304,0.5426
895126,CHK,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/895126_2019_2020.json,126,137,0.1127,0.3706
895126,CHK,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/895126_2020_2021.json,133,165,0.0326,0.4318
895126,CHK,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/895126_2021_2022.json,215,104,0.024,0.4988
895126,CHK,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/895126_2022_2023.json,161,259,0.0246,0.4985
1018724,AMZN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2015_2016.json,31,30,0.8674,0.1623
1018724,AMZN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2016_2017.json,28,28,0.9475,0.1466
1018724,AMZN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2017_2018.json,37,26,0.9025,0.1832
1018724,AMZN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2018_2019.json,57,69,0.6794,0.3
1018724,AMZN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2019_2020.json,102,95,0.5368,0.5178
1018724,AMZN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2020_2021.json,31,37,0.0566,0.1623
1018724,AMZN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2021_2022.json,42,36,0.7926,0.2132
1018724,AMZN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1018724_2022_2023.json,47,36,0.4736,0.226
1102266,FRC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1102266_2018_2019.json,108,91,0.5431,0.2455
1102266,FRC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1102266_2019_2020.json,125,95,0.7238,0.266
1035002,VLO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2015_2016.json,29,19,0.5718,0.1871
1035002,VLO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2016_2017.json,43,31,0.6968,0.2575
1035002,VLO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2017_2018.json,45,44,0.6258,0.2679
1035002,VLO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2018_2019.json,51,38,0.347,0.2818
1035002,VLO,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2019_2020.json,67,50,0.6072,0.3384
1035002,VLO,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2020_2021.json,176,104,0.2248,0.6519
1035002,VLO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2021_2022.json,233,198,0.106,0.7639
1035002,VLO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1035002_2022_2023.json,234,246,0.1526,0.7986
72971,WFC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/72971_2015_2016.json,1,1,0.9956,0.5
72971,WFC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/72971_2016_2017.json,1,1,0.9956,0.5
72971,WFC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/72971_2017_2018.json,1,1,0.9956,0.5
72971,WFC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/72971_2018_2019.json,1,1,0.9778,0.5
72971,WFC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/72971_2019_2020.json,1,1,0.9422,0.5
72971,WFC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/72971_2020_2021.json,1,1,0.9911,0.5
72971,WFC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/72971_2021_2022.json,1,1,0.9868,0.5
72971,WFC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/72971_2022_2023.json,1,1,0.9868,0.5
92122,TFC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/92122_2015_2016.json,212,175,0.391,0.534
92122,TFC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/92122_2016_2017.json,353,324,0.2297,0.8286
92122,TFC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/92122_2017_2018.json,208,249,0.2594,0.5403
92122,TFC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/92122_2018_2019.json,222,177,0.3285,0.5151
92122,TFC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/92122_2019_2020.json,153,267,0.3159,0.4842
92122,TFC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/92122_2020_2021.json,140,168,0.3955,0.4861
92122,TFC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/92122_2021_2022.json,102,99,0.5688,0.3505
92122,TFC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/92122_2022_2023.json,84,70,0.5135,0.2754
49196,RF,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/49196_2015_2016.json,109,55,0.4044,0.4866
49196,RF,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/49196_2016_2017.json,70,43,0.8672,0.2789
49196,RF,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/49196_2017_2018.json,139,105,0.0629,0.4877
49196,RF,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/49196_2018_2019.json,104,89,0.8173,0.3467
49196,RF,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/49196_2019_2020.json,80,82,0.72,0.2685
49196,RF,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/49196_2020_2021.json,174,47,0.4893,0.4009
49196,RF,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/49196_2021_2022.json,96,137,0.0598,0.2449
49196,RF,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/49196_2022_2023.json,81,118,0.2416,0.2321
766421,ALK,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/766421_2015_2016.json,28,29,0.7513,0.2188
766421,ALK,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/766421_2016_2017.json,140,68,0.4021,0.7
766421,ALK,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/766421_2017_2018.json,78,93,0.4068,0.4216
766421,ALK,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/766421_2018_2019.json,76,78,0.4854,0.4153
766421,ALK,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/766421_2019_2020.json,47,47,0.7394,0.2568
766421,ALK,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/766421_2020_2021.json,99,38,0.6928,0.4057
766421,ALK,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/766421_2021_2022.json,104,104,0.4167,0.4262
766421,ALK,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/766421_2022_2023.json,117,121,0.5355,0.4875
21344,KO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/21344_2015_2016.json,122,88,0.1976,0.4053
21344,KO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/21344_2016_2017.json,102,93,0.4942,0.328
21344,KO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/21344_2017_2018.json,73,91,0.5611,0.2475
21344,KO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/21344_2018_2019.json,108,80,0.4924,0.3354
21344,KO,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/21344_2019_2020.json,98,86,0.6164,0.2952
21344,KO,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/21344_2020_2021.json,133,103,0.1016,0.3674
21344,KO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/21344_2021_2022.json,224,214,0.3015,0.6022
21344,KO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/21344_2022_2023.json,152,157,0.5118,0.4142
104169,WMT,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/104169_2015_2016.json,104,74,0.2471,0.4929
104169,WMT,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/104169_2016_2017.json,147,136,0.2352,0.6622
104169,WMT,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/104169_2017_2018.json,113,114,0.4332,0.5113
104169,WMT,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/104169_2018_2019.json,88,96,0.3958,0.4131
104169,WMT,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/104169_2019_2020.json,104,95,0.4863,0.4685
104169,WMT,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/104169_2020_2021.json,133,98,0.3441,0.5175
104169,WMT,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/104169_2021_2022.json,115,89,0.4678,0.4064
104169,WMT,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/104169_2022_2023.json,121,118,0.6337,0.4231
1041514,YUM,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2015_2016.json,114,102,0.6312,0.2621
1041514,YUM,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2016_2017.json,192,126,0.4882,0.3832
1041514,YUM,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2017_2018.json,181,170,0.1696,0.3528
1041514,YUM,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2018_2019.json,199,166,0.5412,0.3651
1041514,YUM,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2019_2020.json,224,271,0.1272,0.4489
1041514,YUM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2020_2021.json,1326,498,0.0057,0.9985
1041514,YUM,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2021_2022.json,363,1328,0.0022,1.0
1041514,YUM,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1041514_2022_2023.json,112,108,0.4615,0.3043
1058290,CTSH,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2015_2016.json,33,33,0.9583,0.0885
1058290,CTSH,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2016_2017.json,241,176,0.3688,0.5502
1058290,CTSH,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2017_2018.json,150,221,0.0568,0.4087
1058290,CTSH,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2018_2019.json,141,361,0.0142,0.9592
1058290,CTSH,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2019_2020.json,95,79,0.4098,0.5828
1058290,CTSH,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2020_2021.json,97,80,0.355,0.5419
1058290,CTSH,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2021_2022.json,60,60,0.3532,0.3352
1058290,CTSH,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1058290_2022_2023.json,127,94,0.0543,0.5991
920760,LEN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/920760_2015_2016.json,85,77,0.5899,0.3455
920760,LEN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/920760_2016_2017.json,77,72,0.5643,0.3068
920760,LEN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/920760_2017_2018.json,118,69,0.506,0.3933
920760,LEN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/920760_2018_2019.json,114,156,0.2314,0.4419
920760,LEN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/920760_2019_2020.json,101,120,0.3045,0.4226
920760,LEN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/920760_2020_2021.json,95,73,0.3599,0.364
920760,LEN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/920760_2021_2022.json,81,63,0.0603,0.2903
920760,LEN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/920760_2022_2023.json,86,82,0.0743,0.3039
107263,WMB,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/107263_2015_2016.json,118,77,0.4767,0.3352
107263,WMB,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/107263_2016_2017.json,164,182,0.5052,0.491
107263,WMB,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/107263_2017_2018.json,85,125,0.114,0.2891
107263,WMB,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/107263_2018_2019.json,72,103,0.3787,0.2738
107263,WMB,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/107263_2019_2020.json,80,49,0.3539,0.2721
107263,WMB,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/107263_2020_2021.json,81,74,0.2722,0.2691
107263,WMB,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/107263_2021_2022.json,34,31,0.0719,0.1118
107263,WMB,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/107263_2022_2023.json,56,63,0.9329,0.1886
100493,TSN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/100493_2015_2016.json,40,34,0.8213,0.1653
100493,TSN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/100493_2016_2017.json,77,60,0.268,0.2973
100493,TSN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/100493_2017_2018.json,61,36,0.5079,0.2133
100493,TSN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/100493_2018_2019.json,43,69,0.4942,0.1667
100493,TSN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/100493_2019_2020.json,97,54,0.0532,0.3223
100493,TSN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/100493_2020_2021.json,89,102,0.5273,0.309
100493,TSN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/100493_2021_2022.json,101,82,0.4309,0.329
100493,TSN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/100493_2022_2023.json,64,67,0.3961,0.2105
798354,FIS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/798354_2015_2016.json,29,28,0.1352,0.2197
798354,FIS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/798354_2016_2017.json,15,15,0.8953,0.1136
798354,FIS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/798354_2017_2018.json,37,37,0.189,0.2803
798354,FIS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/798354_2018_2019.json,171,33,0.1455,0.6333
798354,FIS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/798354_2019_2020.json,236,191,0.038,0.7492
798354,FIS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/798354_2020_2021.json,160,104,0.2239,0.4313
798354,FIS,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/798354_2021_2022.json,62,124,0.0808,0.2006
798354,FIS,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/798354_2022_2023.json,82,101,0.5386,0.2828
1163165,COP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2015_2016.json,48,11,0.2514,0.48
1163165,COP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2016_2017.json,26,12,0.1595,0.2281
1163165,COP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2017_2018.json,22,18,0.0839,0.1864
1163165,COP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2018_2019.json,82,44,0.0578,0.5256
1163165,COP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2019_2020.json,60,60,0.4138,0.3846
1163165,COP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2020_2021.json,113,74,0.1148,0.5795
1163165,COP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2021_2022.json,1304,192,0.0055,0.9977
1163165,COP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1163165_2022_2023.json,179,1304,0.0016,0.9835
78003,PFE,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/78003_2015_2016.json,230,136,0.0882,0.6037
78003,PFE,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/78003_2016_2017.json,137,199,0.6514,0.4295
78003,PFE,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/78003_2017_2018.json,144,106,0.6877,0.4034
78003,PFE,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/78003_2018_2019.json,240,161,0.61,0.5505
78003,PFE,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/78003_2019_2020.json,214,186,0.6195,0.4612
78003,PFE,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/78003_2020_2021.json,229,407,0.1619,0.8035
78003,PFE,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/78003_2021_2022.json,132,111,0.6071,0.4314
78003,PFE,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/78003_2022_2023.json,135,127,0.6592,0.4299
1093557,DXCM,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2015_2016.json,162,177,0.128,0.3403
1093557,DXCM,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2016_2017.json,248,139,0.2488,0.4239
1093557,DXCM,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2017_2018.json,326,169,0.1396,0.4394
1093557,DXCM,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2018_2019.json,336,280,0.3221,0.4211
1093557,DXCM,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2019_2020.json,288,231,0.2617,0.3372
1093557,DXCM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2020_2021.json,461,294,0.139,0.4437
1093557,DXCM,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2021_2022.json,259,250,0.4491,0.2502
1093557,DXCM,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1093557_2022_2023.json,285,305,0.4124,0.2813
1035267,ISRG,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2015_2016.json,189,155,0.7462,0.3954
1035267,ISRG,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2016_2017.json,170,152,0.764,0.3427
1035267,ISRG,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2017_2018.json,190,163,0.785,0.3633
1035267,ISRG,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2018_2019.json,137,84,0.8945,0.2378
1035267,ISRG,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2019_2020.json,269,224,0.8125,0.4332
1035267,ISRG,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2020_2021.json,215,135,0.2442,0.3067
1035267,ISRG,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2021_2022.json,305,264,0.6241,0.4111
1035267,ISRG,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1035267_2022_2023.json,349,314,0.6276,0.4492
5272,AIG,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/5272_2015_2016.json,3678,1214,0.1164,0.7951
5272,AIG,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/5272_2016_2017.json,501,4626,0.0007,1.0
5272,AIG,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/5272_2017_2018.json,3101,501,0.0041,1.0
5272,AIG,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/5272_2018_2019.json,1182,1598,0.2374,0.4415
19617,JPM,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/19617_2015_2016.json,151,129,0.0621,0.5412
19617,JPM,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/19617_2016_2017.json,173,128,0.1504,0.534
19617,JPM,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/19617_2017_2018.json,415,313,0.0098,0.9742
19617,JPM,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/19617_2018_2019.json,292,235,0.1351,0.6046
19617,JPM,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/19617_2019_2020.json,163,198,0.2606,0.3638
19617,JPM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/19617_2020_2021.json,249,207,0.3292,0.5082
19617,JPM,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/19617_2021_2022.json,189,227,0.1311,0.4181
19617,JPM,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/19617_2022_2023.json,135,156,0.0304,0.3132
1015780,ETFC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1015780_2015_2016.json,150,139,0.2302,0.4934
1015780,ETFC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1015780_2016_2017.json,136,141,0.1847,0.4533
1015780,ETFC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1015780_2017_2018.json,123,161,0.0774,0.4695
1015780,ETFC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1015780_2018_2019.json,103,116,0.3548,0.4137
1015780,ETFC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1015780_2019_2020.json,144,107,0.415,0.5035
319201,KLAC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/319201_2015_2016.json,76,48,0.6008,0.1836
319201,KLAC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/319201_2016_2017.json,61,93,0.1911,0.1597
319201,KLAC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/319201_2017_2018.json,63,24,0.9349,0.1496
319201,KLAC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/319201_2018_2019.json,76,93,0.6726,0.1886
319201,KLAC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/319201_2019_2020.json,59,53,0.5036,0.1443
319201,KLAC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/319201_2020_2021.json,124,106,0.1524,0.2911
319201,KLAC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/319201_2021_2022.json,147,120,0.1417,0.3245
319201,KLAC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/319201_2022_2023.json,157,140,0.3998,0.3348
715787,HMC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/715787_2015_2016.json,22,9,0.551,0.2558
715787,HMC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/715787_2016_2017.json,21,25,0.335,0.2561
715787,HMC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/715787_2017_2018.json,56,22,0.1298,0.4828
715787,HMC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/715787_2018_2019.json,52,41,0.2879,0.4094
715787,HMC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/715787_2019_2020.json,41,33,0.4954,0.3037
715787,HMC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/715787_2020_2021.json,92,64,0.1142,0.5644
715787,HMC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/715787_2021_2022.json,63,58,0.0666,0.375
715787,HMC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/715787_2022_2023.json,94,62,0.0242,0.4677
31462,ETN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/31462_2015_2016.json,85,62,0.7064,0.5862
31462,ETN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/31462_2016_2017.json,75,66,0.539,0.487
31462,ETN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/31462_2017_2018.json,49,47,0.6136,0.3141
31462,ETN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/31462_2018_2019.json,59,57,0.3128,0.3734
31462,ETN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/31462_2019_2020.json,2405,99,0.0127,0.9753
31462,ETN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/31462_2020_2021.json,69,2385,0.0267,0.46
31462,ETN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/31462_2021_2022.json,2306,50,0.0126,0.9584
31462,ETN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/31462_2022_2023.json,845,1549,0.2694,0.4976
793074,PNW,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/793074_2015_2016.json,12,12,0.654,0.1224
793074,PNW,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/793074_2016_2017.json,17,15,0.8686,0.17
793074,PNW,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/793074_2017_2018.json,24,21,0.707,0.233
793074,PNW,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/793074_2018_2019.json,15,14,0.8058,0.1442
793074,PNW,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/793074_2019_2020.json,30,23,0.7142,0.2703
793074,PNW,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/793074_2020_2021.json,35,29,0.2279,0.2991
793074,PNW,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/793074_2021_2022.json,21,17,0.6843,0.1736
793074,PNW,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/793074_2022_2023.json,36,22,0.3848,0.2667
101778,MRO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/101778_2015_2016.json,78,43,0.1306,0.3578
101778,MRO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/101778_2016_2017.json,67,71,0.2287,0.3131
101778,MRO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/101778_2017_2018.json,79,80,0.5328,0.3709
101778,MRO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/101778_2018_2019.json,45,46,0.5955,0.2123
101778,MRO,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/101778_2019_2020.json,46,76,0.5691,0.2527
101778,MRO,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/101778_2020_2021.json,76,52,0.2223,0.3689
101778,MRO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/101778_2021_2022.json,116,55,0.2306,0.4345
101778,MRO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/101778_2022_2023.json,111,86,0.1062,0.3776
103379,VFC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/103379_2015_2016.json,54,57,0.285,0.2308
103379,VFC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/103379_2016_2017.json,52,46,0.6552,0.2167
103379,VFC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/103379_2017_2018.json,58,59,0.5148,0.2427
103379,VFC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/103379_2018_2019.json,101,47,0.3219,0.3447
103379,VFC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/103379_2019_2020.json,147,86,0.3116,0.4153
103379,VFC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/103379_2020_2021.json,108,88,0.094,0.2888
103379,VFC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/103379_2021_2022.json,144,153,0.3119,0.3945
103379,VFC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/103379_2022_2023.json,140,106,0.2511,0.3509
1110805,KMI,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1110805_2021_2022.json,109,110,0.3084,0.3036
1110805,KMI,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1110805_2022_2023.json,83,70,0.3706,0.2231
1140859,ABC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1140859_2015_2016.json,77,82,0.188,0.3291
1140859,ABC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1140859_2016_2017.json,116,92,0.3002,0.4496
