cik,ticker,year_old,year_new,filepath,n_added,n_removed,similarity,added_ratio
2488,AMD,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/2488_2017_2018.json,100,91,0.3698,0.2155
2488,AMD,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/2488_2018_2019.json,126,131,0.4687,0.2745
2488,AMD,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/2488_2019_2020.json,123,121,0.3935,0.2674
2488,AMD,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/2488_2020_2021.json,177,106,0.1103,0.3155
2488,AMD,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/2488_2021_2022.json,151,132,0.6313,0.264
2488,AMD,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/2488_2022_2023.json,190,171,0.5335,0.3199
23632,ED,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/23632_2015_2016.json,16,16,0.5469,0.1778
23632,ED,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/23632_2016_2017.json,20,19,0.2999,0.2198
23632,ED,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/23632_2017_2018.json,25,19,0.5794,0.2577
23632,ED,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/23632_2018_2019.json,19,14,0.8988,0.1863
23632,ED,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/23632_2019_2020.json,32,28,0.0749,0.3019
23632,ED,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/23632_2020_2021.json,50,36,0.1791,0.4167
23632,ED,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/23632_2021_2022.json,33,30,0.5006,0.2683
23632,ED,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/23632_2022_2023.json,33,31,0.4438,0.264
80661,PGR,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/80661_2015_2016.json,148,191,0.0912,0.6407
80661,PGR,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/80661_2016_2017.json,49,44,0.5223,0.2076
80661,PGR,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/80661_2017_2018.json,60,58,0.6604,0.2521
80661,PGR,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/80661_2018_2019.json,52,45,0.5855,0.2122
80661,PGR,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/80661_2019_2020.json,86,71,0.5569,0.3308
80661,PGR,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/80661_2020_2021.json,68,51,0.5015,0.2455
80661,PGR,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/80661_2021_2022.json,89,78,0.2891,0.309
80661,PGR,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/80661_2022_2023.json,149,130,0.381,0.4853
860731,HCA,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/860731_2015_2016.json,24,24,0.4052,0.1455
860731,HCA,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/860731_2016_2017.json,19,25,0.3012,0.1195
860731,HCA,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/860731_2017_2018.json,12,15,0.8746,0.0769
860731,HCA,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/860731_2018_2019.json,14,17,0.6436,0.0915
860731,HCA,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/860731_2019_2020.json,29,26,0.6437,0.1859
860731,HCA,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/860731_2020_2021.json,50,19,0.6601,0.2674
860731,HCA,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/860731_2021_2022.json,123,43,0.2844,0.4607
860731,HCA,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/860731_2022_2023.json,40,39,0.6624,0.1493
277135,GWW,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/277135_2015_2016.json,24,20,0.7492,0.2892
277135,GWW,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/277135_2016_2017.json,73,54,0.0304,0.7157
277135,GWW,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/277135_2017_2018.json,17,15,0.2124,0.1635
277135,GWW,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/277135_2018_2019.json,58,46,0.3285,0.5
277135,GWW,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/277135_2019_2020.json,105,72,0.5788,0.7047
277135,GWW,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/277135_2020_2021.json,131,97,0.1805,0.7158
277135,GWW,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/277135_2021_2022.json,92,56,0.1035,0.4201
277135,GWW,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/277135_2022_2023.json,96,83,0.3265,0.4138
1075531,BKNG,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2015_2016.json,259,226,0.3269,0.4761
1075531,BKNG,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2016_2017.json,248,246,0.413,0.4542
1075531,BKNG,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2017_2018.json,266,243,0.4252,0.4675
1075531,BKNG,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2018_2019.json,299,300,0.1809,0.5264
1075531,BKNG,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2019_2020.json,292,268,0.3043,0.4932
1075531,BKNG,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2020_2021.json,313,229,0.2761,0.463
1075531,BKNG,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2021_2022.json,413,492,0.0556,0.6918
1075531,BKNG,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1075531_2022_2023.json,243,263,0.2966,0.4211
885639,KSS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/885639_2015_2016.json,31,26,0.3303,0.2263
885639,KSS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/885639_2016_2017.json,18,13,0.4295,0.1268
885639,KSS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/885639_2017_2018.json,49,51,0.5735,0.35
885639,KSS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/885639_2018_2019.json,38,31,0.785,0.2585
885639,KSS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/885639_2019_2020.json,79,68,0.4411,0.5
885639,KSS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/885639_2020_2021.json,89,47,0.5782,0.445
310158,MRK,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/310158_2015_2016.json,55,88,0.177,0.2236
310158,MRK,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/310158_2016_2017.json,76,66,0.3153,0.2969
310158,MRK,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/310158_2017_2018.json,101,62,0.2836,0.3412
310158,MRK,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/310158_2018_2019.json,76,93,0.53,0.2714
310158,MRK,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/310158_2019_2020.json,152,94,0.1625,0.451
310158,MRK,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/310158_2020_2021.json,119,99,0.2793,0.3148
310158,MRK,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/310158_2021_2022.json,157,161,0.1491,0.4198
310158,MRK,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/310158_2022_2023.json,98,95,0.3104,0.2593
740260,VTR,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/740260_2015_2016.json,90,79,0.7508,0.2875
740260,VTR,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/740260_2016_2017.json,97,60,0.6299,0.2771
740260,VTR,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/740260_2017_2018.json,96,70,0.6979,0.2553
740260,VTR,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/740260_2018_2019.json,95,87,0.7588,0.2474
740260,VTR,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/740260_2019_2020.json,80,62,0.7108,0.199
740260,VTR,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/740260_2020_2021.json,331,310,0.1358,0.7825
740260,VTR,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/740260_2021_2022.json,353,289,0.1374,0.7248
740260,VTR,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/740260_2022_2023.json,181,153,0.1602,0.3515
62996,MAS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/62996_2015_2016.json,115,120,0.0434,0.7419
62996,MAS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/62996_2016_2017.json,97,98,0.0659,0.6299
62996,MAS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/62996_2017_2018.json,79,84,0.1042,0.5302
62996,MAS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/62996_2018_2019.json,61,64,0.3706,0.4178
62996,MAS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/62996_2019_2020.json,57,59,0.1191,0.3958
62996,MAS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/62996_2020_2021.json,66,52,0.1039,0.4177
62996,MAS,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/62996_2021_2022.json,71,69,0.337,0.4437
62996,MAS,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/62996_2022_2023.json,91,83,0.0227,0.5417
4962,AXP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/4962_2015_2016.json,228,352,0.01,0.608
4962,AXP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/4962_2016_2017.json,205,195,0.033,0.5325
4962,AXP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/4962_2017_2018.json,161,157,0.0631,0.4139
4962,AXP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/4962_2018_2019.json,191,183,0.1197,0.4811
4962,AXP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/4962_2019_2020.json,168,158,0.1508,0.4128
4962,AXP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/4962_2020_2021.json,198,190,0.353,0.4771
4962,AXP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/4962_2021_2022.json,176,182,0.0421,0.4303
4962,AXP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/4962_2022_2023.json,148,139,0.0696,0.3541
91419,SJM,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/91419_2015_2016.json,49,61,0.0608,0.2402
91419,SJM,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/91419_2016_2017.json,58,47,0.6357,0.2698
91419,SJM,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/91419_2017_2018.json,56,36,0.3802,0.2383
91419,SJM,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/91419_2018_2019.json,86,82,0.0993,0.3598
91419,SJM,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/91419_2019_2020.json,60,41,0.3798,0.2326
91419,SJM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/91419_2020_2021.json,72,65,0.2392,0.2717
91419,SJM,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/91419_2021_2022.json,135,81,0.0582,0.4232
91419,SJM,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/91419_2022_2023.json,170,129,0.2614,0.4722
906107,EQR,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/906107_2015_2016.json,102,78,0.5809,0.2028
906107,EQR,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/906107_2016_2017.json,94,94,0.767,0.1869
906107,EQR,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/906107_2017_2018.json,150,129,0.5345,0.2863
906107,EQR,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/906107_2018_2019.json,147,168,0.2614,0.2922
906107,EQR,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/906107_2019_2020.json,181,441,0.0388,0.7449
906107,EQR,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/906107_2020_2021.json,93,58,0.4429,0.3345
906107,EQR,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/906107_2021_2022.json,71,71,0.7486,0.2554
97745,TMO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/97745_2015_2016.json,31,43,0.0456,0.1824
97745,TMO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/97745_2016_2017.json,33,40,0.5936,0.2025
97745,TMO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/97745_2017_2018.json,53,33,0.5291,0.2896
97745,TMO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/97745_2018_2019.json,39,29,0.2081,0.2021
97745,TMO,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/97745_2019_2020.json,53,37,0.6694,0.2524
97745,TMO,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/97745_2020_2021.json,59,44,0.1638,0.2622
97745,TMO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/97745_2021_2022.json,72,56,0.4002,0.2988
97745,TMO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/97745_2022_2023.json,53,59,0.2981,0.2255
37996,F,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/37996_2015_2016.json,8,19,0.6224,0.5
37996,F,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/37996_2016_2017.json,0,12,0.3036,0.0
37996,F,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/37996_2017_2018.json,30,4,0.0224,1.0
37996,F,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/37996_2018_2019.json,1,28,0.2178,0.3333
37996,F,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/37996_2019_2020.json,11,0,0.3575,0.7857
37996,F,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/37996_2020_2021.json,2,8,0.5318,0.25
37996,F,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/37996_2021_2022.json,6,0,0.6451,0.4286
37996,F,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/37996_2022_2023.json,0,6,0.6451,0.0
1099219,MET,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2015_2016.json,235,230,0.6782,0.3009
1099219,MET,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2016_2017.json,397,274,0.3016,0.4387
1099219,MET,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2017_2018.json,359,283,0.5233,0.3667
1099219,MET,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2018_2019.json,343,864,0.019,0.7522
1099219,MET,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2019_2020.json,287,436,0.0893,0.9349
1099219,MET,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2020_2021.json,251,198,0.0421,0.6972
1099219,MET,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2021_2022.json,99,81,0.0602,0.2619
1099219,MET,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2022_2023.json,95,82,0.509,0.243
1140536,WTW,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2015_2016.json,446,146,0.0211,0.8447
1140536,WTW,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2016_2017.json,198,330,0.096,0.5013
1140536,WTW,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2017_2018.json,192,159,0.187,0.4486
1140536,WTW,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2018_2019.json,209,146,0.2494,0.4265
1140536,WTW,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2019_2020.json,166,142,0.4164,0.3236
1140536,WTW,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2020_2021.json,223,126,0.3111,0.3545
1140536,WTW,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2021_2022.json,163,176,0.2974,0.2638
1140536,WTW,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1140536_2022_2023.json,243,164,0.0675,0.3481
1166691,CMCSA,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1166691_2018_2019.json,124,92,0.2339,0.6596
1166691,CMCSA,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1166691_2019_2020.json,87,91,0.1079,0.4728
1166691,CMCSA,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1166691_2020_2021.json,91,80,0.1106,0.4667
1166691,CMCSA,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1166691_2021_2022.json,109,107,0.2167,0.5533
1166691,CMCSA,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1166691_2022_2023.json,58,67,0.0579,0.3085
833444,JCI,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/833444_2015_2016.json,353,320,0.0662,0.795
833444,JCI,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/833444_2016_2017.json,99,76,0.6156,0.212
833444,JCI,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/833444_2017_2018.json,88,79,0.7933,0.1849
833444,JCI,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/833444_2018_2019.json,79,98,0.6054,0.1729
833444,JCI,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/833444_2019_2020.json,126,209,0.2817,0.3378
833444,JCI,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/833444_2020_2021.json,130,92,0.2062,0.3163
833444,JCI,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/833444_2021_2022.json,131,154,0.2679,0.3376
833444,JCI,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/833444_2022_2023.json,168,133,0.2726,0.3981
64040,SPGI,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/64040_2015_2016.json,56,46,0.7502,0.3394
64040,SPGI,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/64040_2016_2017.json,101,51,0.5025,0.4698
64040,SPGI,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/64040_2017_2018.json,87,63,0.6779,0.364
64040,SPGI,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/64040_2018_2019.json,81,50,0.4083,0.3
64040,SPGI,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/64040_2019_2020.json,87,68,0.2216,0.3021
64040,SPGI,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/64040_2020_2021.json,140,61,0.2332,0.3815
64040,SPGI,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/64040_2021_2022.json,95,95,0.4299,0.2589
64040,SPGI,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/64040_2022_2023.json,262,249,0.0988,0.6877
808362,BKR,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/808362_2015_2016.json,59,53,0.6273,0.3189
808362,BKR,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/808362_2016_2017.json,81,73,0.3511,0.4197
808362,BKR,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/808362_2017_2018.json,186,147,0.0345,0.8017
808362,BKR,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/808362_2018_2019.json,72,73,0.5387,0.3103
808362,BKR,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/808362_2019_2020.json,53,101,0.3978,0.288
808362,BKR,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/808362_2020_2021.json,122,78,0.1491,0.5351
808362,BKR,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/808362_2021_2022.json,76,97,0.4104,0.3671
808362,BKR,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/808362_2022_2023.json,115,79,0.3673,0.4733
866787,AZO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/866787_2015_2016.json,1216,33,0.1465,0.929
866787,AZO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/866787_2016_2017.json,591,592,0.2963,0.4505
866787,AZO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/866787_2017_2018.json,35,1197,0.0766,0.2333
866787,AZO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/866787_2018_2019.json,62,39,0.4305,0.3584
866787,AZO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/866787_2021_2022.json,103,927,0.012,0.5421
866787,AZO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/866787_2022_2023.json,1132,60,0.1142,0.897
1061219,EPD,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2015_2016.json,143,133,0.0295,0.3429
1061219,EPD,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2016_2017.json,122,109,0.3607,0.285
1061219,EPD,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2017_2018.json,84,68,0.6115,0.1892
1061219,EPD,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2018_2019.json,100,81,0.3574,0.2151
1061219,EPD,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2019_2020.json,100,89,0.4087,0.2101
1061219,EPD,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2020_2021.json,123,82,0.2889,0.2303
1061219,EPD,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2021_2022.json,75,84,0.5633,0.142
1061219,EPD,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1061219_2022_2023.json,111,85,0.5671,0.2007
1037540,BXP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2015_2016.json,125,133,0.1786,0.3205
1037540,BXP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2016_2017.json,71,72,0.8354,0.1825
1037540,BXP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2017_2018.json,58,65,0.8295,0.1518
1037540,BXP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2018_2019.json,65,62,0.5996,0.1688
1037540,BXP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2019_2020.json,80,57,0.7966,0.1961
1037540,BXP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2020_2021.json,93,74,0.0447,0.2178
1037540,BXP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2021_2022.json,93,94,0.4065,0.2183
1037540,BXP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1037540_2022_2023.json,94,111,0.5376,0.2298
6769,APA,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/6769_2015_2016.json,72,65,0.14,0.3303
6769,APA,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/6769_2016_2017.json,54,42,0.1531,0.2348
6769,APA,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/6769_2017_2018.json,72,67,0.6155,0.3064
6769,APA,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/6769_2018_2019.json,88,70,0.7705,0.3478
6769,APA,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/6769_2019_2020.json,31,24,0.8264,0.1192
6769,APA,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/6769_2020_2021.json,90,56,0.3315,0.3051
6769,APA,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/6769_2021_2022.json,254,232,0.3762,0.8013
6769,APA,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/6769_2022_2023.json,81,89,0.7046,0.2621
100885,UNP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/100885_2022_2023.json,34,36,0.706,0.3063
1156375,CME,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2015_2016.json,29,35,0.9208,0.1014
1156375,CME,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2016_2017.json,63,69,0.5008,0.225
1156375,CME,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2017_2018.json,73,67,0.4591,0.2552
1156375,CME,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2018_2019.json,127,99,0.3613,0.4032
1156375,CME,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2019_2020.json,146,153,0.3076,0.4756
1156375,CME,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2020_2021.json,112,93,0.4473,0.3436
1156375,CME,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2021_2022.json,97,111,0.6553,0.3109
1156375,CME,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1156375_2022_2023.json,63,63,0.8153,0.2013
797468,OXY,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/797468_2015_2016.json,28,18,0.6734,0.4242
797468,OXY,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/797468_2016_2017.json,20,19,0.7263,0.2985
797468,OXY,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/797468_2017_2018.json,34,25,0.3684,0.4474
797468,OXY,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/797468_2018_2019.json,55,48,0.4228,0.6627
797468,OXY,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/797468_2019_2020.json,119,40,0.4432,0.7346
797468,OXY,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/797468_2020_2021.json,117,95,0.0361,0.6359
797468,OXY,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/797468_2021_2022.json,129,110,0.0252,0.6355
797468,OXY,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/797468_2022_2023.json,170,114,0.0388,0.6564
821189,EOG,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/821189_2015_2016.json,82,50,0.2693,0.4
821189,EOG,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/821189_2016_2017.json,47,49,0.7513,0.2315
821189,EOG,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/821189_2017_2018.json,52,56,0.3731,0.2613
821189,EOG,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/821189_2018_2019.json,61,64,0.6901,0.3112
821189,EOG,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/821189_2019_2020.json,78,72,0.3461,0.3861
821189,EOG,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/821189_2020_2021.json,116,79,0.1519,0.4854
821189,EOG,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/821189_2021_2022.json,93,78,0.2023,0.3661
821189,EOG,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/821189_2022_2023.json,96,93,0.2375,0.3735
14272,BMY,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/14272_2015_2016.json,41,48,0.5989,0.3203
14272,BMY,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/14272_2016_2017.json,71,62,0.2926,0.5182
14272,BMY,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/14272_2017_2018.json,68,46,0.0875,0.4277
14272,BMY,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/14272_2018_2019.json,100,51,0.1924,0.4808
14272,BMY,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/14272_2019_2020.json,138,115,0.0562,0.5974
14272,BMY,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/14272_2020_2021.json,153,93,0.0915,0.5258
14272,BMY,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/14272_2021_2022.json,127,100,0.1187,0.4006
14272,BMY,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/14272_2022_2023.json,107,174,0.4275,0.428
72333,JWN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/72333_2015_2016.json,46,39,0.5595,0.434
