ticker,cik,year_new,filing_date,risk_update_intensity,vagueness_ratio,risk_financing,risk_regulatory,beta,car_d-3,car_d-2,car_d-1,car_d+0,car_d+1,car_d+2,car_d+3
BAC,70858,2021,2021-02-24,9,0.6666666666666666,1,2,1.054813679535828,0.006370303669893106,0.03321265255564441,0.04409753982575804,0.05539887100731096,0.07010302433902851,0.03921145388347201,0.04321060924271593
BAC,70858,2022,2022-02-22,11,0.3333333333333333,1,3,0.8509062297523894,-0.004378685710893579,-0.02188789488931242,-0.01903053249318669,-0.019988207594048436,-0.02354268408340384,-0.06539341556864137,-0.053462769775353566
BAC,70858,2023,2023-02-22,6,0.5555555555555556,1,4,0.9559008208668062,0.0037006403786174237,0.00791821793572442,0.003424001477701326,-0.0032288462745278697,-0.00933011872346543,-0.0016472459339540255,-0.005397607515473237
CVS,723254,2016,2016-07-29,0,,0,0,0.48858289451509884,-0.002552698742323762,-0.013624493320806917,-0.007069507036801585,-0.015273094582847202,-0.005611443272081077,0.04699732365997779,0.038685273134058173
CVS,723254,2017,2017-07-31,0,1.0,1,0,0.8039275125763475,-0.007630784650621444,0.0022567171440104183,0.013788585383226372,0.01689404062733902,0.012276653208468408,0.013856619029215983,0.0013470625174419864
CVS,723254,2018,2018-07-27,0,,0,0,0.9331270833563124,-0.0047785881900913405,-0.005252746353243819,0.0024902696963294045,0.015584163429375856,0.03317621660820817,-0.009118370871548286,-0.018795834117814415
CVS,723254,2019,2019-07-26,1,0.75,1,3,0.9207905934432689,0.010251527344676513,0.010396886012966297,0.00821968171520507,0.005065695774392379,0.022262120746736953,0.030006280469447838,0.029287318355115163
CVS,723254,2020,2020-07-29,1,0.6,3,2,0.8454125525307394,-0.0007542161016597625,-0.020134651393601235,-0.002697592248412841,0.0013589398025648809,0.0015121861068611991,-0.018481728474427375,-0.01081932257466407
CVS,723254,2021,2021-07-28,4,0.3333333333333333,0,5,0.2904560212283549,0.0042364194148896885,-0.0019657077199753967,0.008132145434240276,0.002285616351353763,-0.002835252333031095,-0.010547440545396213,-0.01046749007259746
CVS,723254,2022,2022-07-27,9,0.75,2,6,0.5068751736964252,0.014861297173862819,0.018644450308989268,0.033542673345989885,0.02680594930429982,0.01717427062464602,0.012163868025117115,0.017027498129694157
CVS,723254,2023,2023-07-27,0,,0,0,0.6289352982962679,0.012057696945042991,0.008912945388240178,0.0031326282612681375,0.014892669015978972,-0.00104987445198116,0.00015071602289145865,-0.0053242603206962655
JNJ,200406,2016,2016-02-24,0,1.0,0,0,0.7104727505544466,0.004965272671775187,-0.001160886558509061,-0.0008079698358255784,0.0024941073695698137,0.006549799778843616,-0.0009181105431661819,-0.0037471411577517178
JNJ,200406,2017,2017-02-27,0,1.0,0,0,0.45623086883801484,0.0001534427539475942,0.01933730142502196,0.03469814234534546,0.03162810657331423,0.032725356232105096,0.040657519250516805,0.042460320283783874
JNJ,200406,2018,2018-02-21,7,0.3636363636363636,0,2,0.8760646999265478,0.0029710486894110287,0.017954536514832885,0.007011482788866066,0.004210427427037336,0.00469344889274825,0.008770724285619591,0.007426832986048868
JNJ,200406,2019,2019-02-20,8,0.4615384615384615,0,1,0.6215965290558406,-0.00039717203291966233,0.00803912568099418,0.0012780483474177755,0.004592883759989108,-0.00027209800009367433,0.004243493005641664,0.006820525815004877
JNJ,200406,2020,2020-02-18,0,,0,0,0.3490728474999446,-0.00938913583760131,-0.016969277703000517,-0.018512713806367088,-0.02565909136734386,-0.030038914821062735,-0.034187904302689545,-0.02148780537502925
JNJ,200406,2021,2021-02-22,14,0.2941176470588235,0,2,0.601588803542622,0.005096828302030675,0.009653994719885609,-0.008525029034437727,-0.003223399288938826,-0.011173458296270415,-0.00445650445216819,0.01270987616782421
JNJ,200406,2022,2022-02-17,4,0.75,0,4,0.11720264621348257,-0.012192221367928878,-0.004026600291001001,-0.004755732597532887,-0.008461499486102865,-0.018235103021967736,-0.030603365183257392,-0.02808396124444683
JNJ,200406,2023,2023-02-16,11,0.6153846153846154,1,5,0.36117744789812145,-0.0002236167404507999,-0.004927714375200134,-0.023007766012905502,-0.02551023619363707,-0.00372413239522908,-0.01123775499985441,-0.012411749945257452
EMR,32604,2016,2016-11-16,1,0.6666666666666666,0,0,1.4369206368023268,-0.00445440255531503,-0.007295387622561399,-0.013381300763683006,-0.025317858426763498,-0.03644511806962144,-0.0432301461139535,-0.0482689488103804
EMR,32604,2017,2017-11-20,6,0.875,5,1,1.0233954993363144,-0.014128591718029123,-0.025268071989643204,-0.01042363141556338,-0.00558196697267435,-0.010944127010141441,0.014312263621007161,0.007915973594121845
EMR,32604,2018,2018-11-19,6,0.5384615384615384,0,1,1.3023620891950305,0.018132283133440747,0.032278095829793685,0.04134427287467856,0.04627461941767512,0.04993250438495807,0.04437050710475391,0.02976833523526721
