cik,ticker,year_old,year_new,n_classified,risk_update_intensity,boilerplate_ratio,vagueness_ratio,n_added_total,similarity,added_ratio,risk_operational,risk_cyber,risk_regulatory,risk_supply_chain,risk_financing,risk_macroeconomic,risk_other,sector,company_name
277948,CSX,2022,2023,18,0,0.0,,19,0.8438,0.1652,0,0,0,0,0,0,0,Industrials,CSX Corp.
899051,ALL,2015,2016,114,4,0.08771929824561403,0.2857142857142857,125,0.0853,0.4864,2,3,2,3,2,2,0,Financials,Allstate Corp.
899051,ALL,2016,2017,117,0,0.0,,129,0.3633,0.4108,0,0,0,0,0,0,0,Financials,Allstate Corp.
899051,ALL,2017,2018,212,9,0.014150943396226415,0.5833333333333334,242,0.0559,0.6817,11,0,0,0,1,0,0,Financials,Allstate Corp.
899051,ALL,2018,2019,185,2,0.016216216216216217,0.6,205,0.1085,0.5151,4,0,0,0,1,0,0,Financials,Allstate Corp.
899051,ALL,2019,2020,139,0,0.0,,154,0.048,0.7778,0,0,0,0,0,0,0,Financials,Allstate Corp.
899051,ALL,2020,2021,59,0,0.0,,63,0.1182,0.3088,0,0,0,0,0,0,0,Financials,Allstate Corp.
899051,ALL,2021,2022,50,4,0.12,0.6,58,0.1997,0.2857,1,1,4,1,1,1,1,Financials,Allstate Corp.
899051,ALL,2022,2023,68,7,0.014705882352941176,0.125,74,0.1306,0.3426,4,0,0,3,1,0,0,Financials,Allstate Corp.
66740,MMM,2022,2023,97,14,0.030927835051546393,0.4117647058823529,104,0.3689,0.7647,8,0,4,0,4,0,1,Industrials,3M Co.
72971,WFC,2015,2016,1,0,1.0,1.0,1,0.9956,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2016,2017,1,0,1.0,1.0,1,0.9956,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2017,2018,1,0,1.0,1.0,1,0.9956,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2018,2019,1,0,1.0,1.0,1,0.9778,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2019,2020,1,0,1.0,1.0,1,0.9422,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2020,2021,1,0,1.0,1.0,1,0.9911,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2021,2022,1,0,1.0,1.0,1,0.9868,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
72971,WFC,2022,2023,1,0,1.0,1.0,1,0.9868,0.5,0,0,0,0,0,0,1,Financials,Wells Fargo
1018724,AMZN,2015,2016,30,7,0.1,0.5,31,0.8674,0.1623,0,1,9,0,0,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2016,2017,27,4,0.1111111111111111,0.42857142857142855,28,0.9475,0.1466,2,1,3,0,1,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2017,2018,30,5,0.16666666666666666,0.5,37,0.9025,0.1832,3,0,6,0,1,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2018,2019,52,7,0.09615384615384616,0.5,57,0.6794,0.3,3,1,7,0,1,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2019,2020,96,14,0.020833333333333332,0.5,102,0.5368,0.5178,5,0,8,1,2,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2020,2021,30,4,0.2,0.8,31,0.0566,0.1623,2,0,5,0,3,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2021,2022,41,0,0.024390243902439025,1.0,42,0.7926,0.2132,0,0,1,0,0,0,0,Consumer Discretionary,Amazon.com Inc.
1018724,AMZN,2022,2023,47,4,0.06382978723404255,0.5714285714285714,47,0.4736,0.226,1,0,4,0,2,0,0,Consumer Discretionary,Amazon.com Inc.
12927,BA,2015,2016,32,3,0.28125,0.5833333333333334,40,0.8998,0.1747,3,0,4,1,2,2,0,Industrials,Boeing Co.
12927,BA,2016,2017,27,3,0.14814814814814814,0.42857142857142855,40,0.7523,0.1754,2,0,0,0,4,1,0,Industrials,Boeing Co.
12927,BA,2017,2018,38,0,0.0,,48,0.7431,0.2115,0,0,0,0,0,0,0,Industrials,Boeing Co.
12927,BA,2018,2019,36,4,0.3333333333333333,0.5,47,0.7778,0.2017,8,1,4,1,2,0,0,Industrials,Boeing Co.
12927,BA,2019,2020,70,5,0.07142857142857142,0.6,85,0.6097,0.3232,2,1,1,0,6,0,0,Industrials,Boeing Co.
12927,BA,2020,2021,123,2,0.008130081300813009,0.3333333333333333,150,0.1824,0.463,2,0,0,0,1,0,0,Industrials,Boeing Co.
12927,BA,2021,2022,114,8,0.05263157894736842,0.5,137,0.2765,0.4006,3,0,4,1,4,1,1,Industrials,Boeing Co.
12927,BA,2022,2023,98,0,0.0,,121,0.1289,0.4172,0,0,0,0,0,0,0,Industrials,Boeing Co.
866787,AZO,2015,2016,0,0,,,1216,0.1465,0.929,0,0,0,0,0,0,0,Consumer Discretionary,AutoZone Inc.
866787,AZO,2016,2017,0,0,,,591,0.2963,0.4505,0,0,0,0,0,0,0,Consumer Discretionary,AutoZone Inc.
866787,AZO,2017,2018,30,8,0.06666666666666667,0.4,35,0.0766,0.2333,4,2,1,2,0,1,0,Consumer Discretionary,AutoZone Inc.
866787,AZO,2018,2019,52,8,0.07692307692307693,0.5833333333333334,62,0.4305,0.3584,6,0,4,2,0,0,0,Consumer Discretionary,AutoZone Inc.
866787,AZO,2021,2022,96,11,0.052083333333333336,0.5625,103,0.012,0.5421,5,0,6,0,2,3,0,Consumer Discretionary,AutoZone Inc.
866787,AZO,2022,2023,0,0,,,1132,0.1142,0.897,0,0,0,0,0,0,0,Consumer Discretionary,AutoZone Inc.
97476,TXN,2015,2016,56,7,0.16071428571428573,0.5,61,0.2035,0.442,8,0,3,1,4,0,0,Information Technology,Texas Instruments
97476,TXN,2016,2017,38,0,0.0,,41,0.4527,0.313,0,0,0,0,0,0,0,Information Technology,Texas Instruments
97476,TXN,2017,2018,33,5,0.24242424242424243,0.6923076923076923,35,0.5504,0.2593,2,1,6,2,1,1,0,Information Technology,Texas Instruments
97476,TXN,2018,2019,28,2,0.21428571428571427,0.75,30,0.4782,0.2206,2,0,0,3,2,1,0,Information Technology,Texas Instruments
97476,TXN,2019,2020,32,4,0.25,0.5833333333333334,34,0.4842,0.2576,7,0,1,2,1,1,0,Information Technology,Texas Instruments
97476,TXN,2020,2021,37,12,0.13513513513513514,0.5294117647058824,40,0.3505,0.2963,9,0,3,2,2,1,0,Information Technology,Texas Instruments
97476,TXN,2021,2022,29,4,0.1724137931034483,0.6666666666666666,34,0.4956,0.2519,2,0,3,1,3,0,0,Information Technology,Texas Instruments
97476,TXN,2022,2023,23,0,0.13043478260869565,1.0,24,0.3484,0.1791,0,0,2,0,1,0,0,Information Technology,Texas Instruments
773840,HON,2015,2016,25,3,0.08,0.4,26,0.6458,0.2826,1,0,4,0,0,0,0,Industrials,Honeywell International
773840,HON,2016,2017,32,5,0.21875,0.5833333333333334,35,0.7516,0.3608,2,3,6,0,1,0,0,Industrials,Honeywell International
773840,HON,2017,2018,38,0,0.0,,41,0.1423,0.3534,0,0,0,0,0,0,0,Industrials,Honeywell International
773840,HON,2018,2019,33,5,0.24242424242424243,0.6923076923076923,34,0.3881,0.2982,1,1,8,0,0,1,2,Industrials,Honeywell International
773840,HON,2019,2020,48,6,0.041666666666666664,0.375,54,0.3107,0.3971,0,1,5,0,1,1,0,Industrials,Honeywell International
4962,AXP,2015,2016,206,6,0.0,0.3333333333333333,228,0.01,0.608,1,0,3,0,1,1,0,Financials,American Express
4962,AXP,2016,2017,185,2,0.016216216216216217,0.4,205,0.033,0.5325,1,0,4,0,0,0,0,Financials,American Express
4962,AXP,2017,2018,156,14,0.01282051282051282,0.6875,161,0.0631,0.4139,3,0,4,0,3,6,0,Financials,American Express
4962,AXP,2018,2019,178,0,0.0,,191,0.1197,0.4811,0,0,0,0,0,0,0,Financials,American Express
4962,AXP,2019,2020,158,0,0.0,,168,0.1508,0.4128,0,0,0,0,0,0,0,Financials,American Express
4962,AXP,2020,2021,189,3,0.031746031746031744,0.5555555555555556,198,0.353,0.4771,1,0,0,0,5,2,1,Financials,American Express
4962,AXP,2021,2022,169,5,0.023668639053254437,0.4444444444444444,176,0.0421,0.4303,1,0,0,0,6,2,0,Financials,American Express
4962,AXP,2022,2023,143,2,0.006993006993006993,0.6666666666666666,148,0.0696,0.3541,0,0,0,0,1,2,0,Financials,American Express
1090727,UPS,2015,2016,21,0,0.047619047619047616,1.0,24,0.7841,0.1702,1,0,0,0,0,0,0,Industrials,United Parcel Service
1090727,UPS,2016,2017,23,1,0.08695652173913043,0.6666666666666666,25,0.8437,0.1678,1,0,0,0,2,0,0,Industrials,United Parcel Service
1090727,UPS,2017,2018,80,0,0.0,,91,0.7001,0.4715,0,0,0,0,0,0,0,Industrials,United Parcel Service
1090727,UPS,2018,2019,59,0,0.0,,69,0.7248,0.3382,0,0,0,0,0,0,0,Industrials,United Parcel Service
1090727,UPS,2019,2020,89,6,0.033707865168539325,0.6666666666666666,110,0.3767,0.5729,3,0,2,0,4,0,0,Industrials,United Parcel Service
1090727,UPS,2020,2021,92,8,0.043478260869565216,0.5833333333333334,113,0.1448,0.528,2,0,7,0,2,1,0,Industrials,United Parcel Service
1090727,UPS,2021,2022,104,2,0.019230769230769232,0.75,122,0.1539,0.598,1,0,2,0,0,1,0,Industrials,United Parcel Service
1090727,UPS,2022,2023,89,4,0.056179775280898875,0.6666666666666666,103,0.4176,0.4836,3,0,5,0,0,1,0,Industrials,United Parcel Service
936468,LMT,2015,2016,122,1,0.00819672131147541,0.5,138,0.3201,0.4466,0,0,2,0,0,0,0,Industrials,Lockheed Martin
936468,LMT,2016,2017,100,0,0.0,,122,0.2569,0.3861,0,0,0,0,0,0,0,Industrials,Lockheed Martin
936468,LMT,2017,2018,82,0,0.024390243902439025,1.0,93,0.2826,0.3163,0,0,1,0,0,1,0,Industrials,Lockheed Martin
936468,LMT,2018,2019,116,9,0.0603448275862069,0.5,140,0.4531,0.4348,11,0,3,0,2,0,0,Industrials,Lockheed Martin
936468,LMT,2019,2020,170,2,0.047058823529411764,0.8,208,0.2756,0.5517,7,0,3,0,0,0,0,Industrials,Lockheed Martin
936468,LMT,2020,2021,163,1,0.012269938650306749,0.6666666666666666,189,0.2113,0.4276,0,0,1,0,2,0,0,Industrials,Lockheed Martin
936468,LMT,2021,2022,215,11,0.018604651162790697,0.4666666666666667,238,0.2819,0.5459,0,0,10,0,3,2,0,Industrials,Lockheed Martin
936468,LMT,2022,2023,198,0,0.0,,225,0.287,0.5639,0,0,0,0,0,0,0,Industrials,Lockheed Martin
829224,SBUX,2015,2016,45,2,0.06666666666666667,0.4,45,0.6243,0.3237,1,0,2,1,0,1,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2016,2017,45,3,0.044444444444444446,0.4,46,0.5915,0.3129,2,0,3,0,0,0,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2017,2018,73,8,0.0684931506849315,0.46153846153846156,79,0.2836,0.4969,3,0,3,5,1,1,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2018,2019,89,9,0.0,0.3333333333333333,99,0.0997,0.547,0,0,9,0,0,0,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2019,2020,79,0,0.0,,80,0.0829,0.3756,0,0,0,0,0,0,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2020,2021,124,3,0.008064516129032258,0.5,137,0.0619,0.5502,0,0,4,0,0,0,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2021,2022,77,0,0.0,,80,0.24,0.2952,0,0,0,0,0,0,0,Consumer Discretionary,Starbucks Corp.
829224,SBUX,2022,2023,127,6,0.007874015748031496,0.5714285714285714,133,0.0293,0.4508,0,0,3,0,0,4,0,Consumer Discretionary,Starbucks Corp.
47217,HPQ,2015,2016,114,6,0.07017543859649122,0.5,123,0.0727,0.3162,7,1,4,0,1,1,0,Information Technology,HP Inc.
47217,HPQ,2016,2017,65,3,0.03076923076923077,0.8,68,0.558,0.1794,4,1,0,0,0,0,0,Information Technology,HP Inc.
47217,HPQ,2017,2018,102,0,0.0196078431372549,0.5,106,0.4443,0.2804,0,0,1,0,0,0,1,Information Technology,HP Inc.
47217,HPQ,2018,2019,104,1,0.028846153846153848,0.75,111,0.1508,0.2707,4,0,0,0,0,0,0,Information Technology,HP Inc.
47217,HPQ,2019,2020,216,9,0.032407407407407406,0.375,226,0.1949,0.5219,3,0,11,0,1,1,0,Information Technology,HP Inc.
47217,HPQ,2020,2021,238,0,0.0,,253,0.1924,0.6141,0,0,0,0,0,0,0,Information Technology,HP Inc.
47217,HPQ,2021,2022,173,11,0.011560693641618497,0.23076923076923078,182,0.1009,0.4853,6,0,5,0,1,1,0,Information Technology,HP Inc.
47217,HPQ,2022,2023,169,6,0.01775147928994083,0.5555555555555556,182,0.3001,0.4428,2,0,3,0,2,2,0,Information Technology,HP Inc.
1099219,MET,2015,2016,202,1,0.0049504950495049506,0.5,235,0.6782,0.3009,0,0,0,0,0,0,2,Financials,MetLife Inc.
1099219,MET,2016,2017,357,0,0.0,,397,0.3016,0.4387,0,0,0,0,0,0,0,Financials,MetLife Inc.
1099219,MET,2017,2018,315,7,0.025396825396825397,0.4,359,0.5233,0.3667,4,0,7,1,2,1,0,Financials,MetLife Inc.
1099219,MET,2018,2019,313,3,0.03194888178913738,0.5384615384615384,343,0.019,0.7522,1,0,11,0,0,0,1,Financials,MetLife Inc.
1099219,MET,2019,2020,251,7,0.01593625498007968,0.6363636363636364,287,0.0893,0.9349,1,0,9,0,0,0,1,Financials,MetLife Inc.
1099219,MET,2020,2021,215,6,0.04186046511627907,0.6,251,0.0421,0.6972,9,0,4,1,1,0,0,Financials,MetLife Inc.
1099219,MET,2021,2022,88,4,0.045454545454545456,0.625,99,0.0602,0.2619,4,2,2,0,0,0,0,Financials,MetLife Inc.
1099219,MET,2022,2023,87,6,0.011494252873563218,1.0,95,0.509,0.243,3,1,2,0,1,0,0,Financials,MetLife Inc.
51143,IBM,2020,2021,0,0,,,2217,0.3399,0.5833,0,0,0,0,0,0,0,Information Technology,IBM Corp.
789019,MSFT,2015,2016,50,5,0.1,0.6,58,0.0897,0.2007,5,0,3,1,0,1,0,Information Technology,Microsoft Corp.
789019,MSFT,2020,2021,80,0,0.0,,95,0.6442,0.2295,0,0,0,0,0,0,0,Information Technology,Microsoft Corp.
789019,MSFT,2021,2022,70,6,0.05714285714285714,0.6,81,0.791,0.1942,5,1,0,0,0,4,0,Information Technology,Microsoft Corp.
310158,MRK,2015,2016,48,6,0.041666666666666664,0.375,55,0.177,0.2236,2,3,2,0,0,1,0,Health Care,Merck & Co.
310158,MRK,2016,2017,64,3,0.015625,0.75,76,0.3153,0.2969,1,1,2,0,0,0,0,Health Care,Merck & Co.
310158,MRK,2017,2018,85,2,0.03529411764705882,0.6,101,0.2836,0.3412,2,1,1,0,0,0,1,Health Care,Merck & Co.
310158,MRK,2018,2019,67,3,0.05970149253731343,0.5714285714285714,76,0.53,0.2714,3,0,2,0,1,0,1,Health Care,Merck & Co.
310158,MRK,2019,2020,131,7,0.030534351145038167,0.6363636363636364,152,0.1625,0.451,1,1,5,0,3,0,1,Health Care,Merck & Co.
310158,MRK,2020,2021,98,0,0.0,,119,0.2793,0.3148,0,0,0,0,0,0,0,Health Care,Merck & Co.
310158,MRK,2021,2022,128,5,0.0234375,0.625,157,0.1491,0.4198,1,2,3,0,0,1,1,Health Care,Merck & Co.
310158,MRK,2022,2023,91,6,0.054945054945054944,0.7272727272727273,98,0.3104,0.2593,2,3,2,0,0,2,2,Health Care,Merck & Co.
63754,MCD,2015,2016,18,0,0.0,,19,0.9386,0.1187,0,0,0,0,0,0,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2016,2017,21,1,0.0,1.0,31,0.4784,0.1824,1,0,0,0,0,0,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2017,2018,54,5,0.16666666666666666,0.7857142857142857,64,0.7077,0.2896,0,0,1,0,12,1,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2018,2019,36,14,0.05555555555555555,0.3125,45,0.6268,0.2083,0,11,0,0,5,0,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2019,2020,57,11,0.10526315789473684,0.4117647058823529,68,0.3357,0.2857,13,2,2,0,0,0,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2020,2021,74,10,0.05405405405405406,0.5,78,0.2154,0.3133,2,1,5,0,2,4,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2021,2022,101,0,0.009900990099009901,0.0,112,0.4159,0.3972,0,0,0,0,0,1,0,Consumer Discretionary,McDonald's Corp.
63754,MCD,2022,2023,119,0,0.0,,130,0.1033,0.4101,0,0,0,0,0,0,0,Consumer Discretionary,McDonald's Corp.
