cik,ticker,year_old,year_new,n_classified,risk_update_intensity,boilerplate_ratio,vagueness_ratio,n_added_total,similarity,added_ratio,risk_operational,risk_cyber,risk_regulatory,risk_supply_chain,risk_financing,risk_macroeconomic,risk_other,sector,company_name,roa,rev_growth,leverage,current_ratio,log_assets,roa_t1,rev_growth_t1,leverage_t1,current_ratio_t1,annual_ret,annual_ret_t1
886982,GS,2021,2022,129,2.0,0.0542635658914728,0.7777777777777778,163,0.0936,0.2685,7,0,1,0,1,0,0,Financials,Goldman Sachs,0.0078103813360946,0.0572712305159335,0.1778326937388637,,14.181402197374902,0.005187640793034,0.5677850429199504,0.1523513122002151,,-0.0786443131445845,0.1591295004474799
886982,GS,2022,2023,186,1.0,0.0268817204301075,0.8333333333333334,242,0.2042,0.3591,6,0,0,0,0,0,0,Financials,Goldman Sachs,0.005187640793034,0.5778841815720919,0.1523513122002151,,14.311178278981147,0.0085180420675285,0.1700363408290135,0.1503193370772304,,0.1591295004474799,0.5202519523883892
731766,UNH,2015,2016,77,7.0,0.1298701298701298,0.7647058823529411,82,0.6236,0.3048,2,5,2,0,7,1,0,Health Care,UnitedHealth Group,0.0571370409575767,0.1765230066133272,0.2098933311619575,0.6878705433281898,11.71839372460443,0.0759251535330581,0.0882871672798095,0.2073595190496052,0.7348750569724353,0.3840619350619427,0.398258156342083
731766,UNH,2016,2017,38,0.0,0.0,,41,0.8045,0.1536,0,0,0,0,0,0,0,Health Care,UnitedHealth Group,0.0759251535330581,0.0882871672798095,0.2073595190496052,0.7348750569724353,11.842646391268554,0.0787407782106279,0.1247172634582594,0.2271762765978413,0.727170215565036,0.398258156342083,0.1452039686472129
731766,UNH,2017,2018,94,9.0,0.0531914893617021,0.5714285714285714,95,0.5534,0.3558,3,1,2,0,5,2,1,Health Care,UnitedHealth Group,0.0787407782106279,0.1247172634582594,0.2271762765978413,0.727170215565036,11.933088691238774,0.0795852526611804,0.0703125345308446,0.2116752641052625,0.6900715418730374,0.1452039686472129,0.1998773167216526
731766,UNH,2018,2019,70,6.0,0.0571428571428571,0.3,73,0.6928,0.2674,2,0,1,0,4,3,0,Health Care,UnitedHealth Group,0.0795852526611804,0.0703125345308446,0.2116752641052625,0.6900715418730374,12.066172443597605,0.078073283355889,0.0618859821188908,0.1958953616268519,0.7417564208782105,0.1998773167216526,0.2120426296833763
731766,UNH,2019,2020,41,0.0,0.024390243902439,1.0,43,0.7804,0.1575,0,0,0,0,1,0,0,Health Care,UnitedHealth Group,0.078073283355889,0.0618859821188908,0.1958953616268519,0.7417564208782105,12.192424937795549,0.0814538702958446,0.1184408554061779,0.1997257381977889,0.7888162264343739,0.2120426296833763,0.4521332423590343
731766,UNH,2020,2021,133,8.0,0.037593984962406,0.5384615384615384,138,0.3332,0.4585,0,3,10,0,0,0,0,Health Care,UnitedHealth Group,0.0814538702958446,0.1184408554061779,0.1997257381977889,0.7888162264343739,12.265312779974348,0.0818868154901202,0.1271397128620952,0.2218636169390122,0.7739950917220435,0.4521332423590343,0.0694715670440785
731766,UNH,2021,2022,74,7.0,0.0945945945945946,0.3571428571428571,78,0.7032,0.2557,1,3,10,0,0,0,0,Health Care,UnitedHealth Group,0.0818868154901202,0.1271397128620952,0.2218636169390122,0.7739950917220435,12.41188690832256,0.0817660382873008,0.1464082773428101,0.2128562034195528,0.7918610051083248,0.0694715670440785,0.0079482636258792
731766,UNH,2022,2023,94,9.0,0.0531914893617021,0.4285714285714285,98,0.2605,0.3322,3,0,11,0,0,0,0,Health Care,UnitedHealth Group,0.0817660382873008,0.1464082773428101,0.2128562034195528,0.7918610051083248,12.519860965066432,0.0482938735005598,0.0771106123964673,0.2425891282628957,0.8266341585637329,0.0079482636258792,-0.0241168833218837
858877,CSCO,2015,2016,59,0.0,0.0,,61,0.8995,0.1821,0,0,0,0,0,0,0,Information Technology,Cisco Systems,0.0882763949626804,0.0017493541628526,0.2012543977904185,3.1600096342981012,11.708919788684826,0.0740190112311081,-0.0252198103437772,0.1981620422437566,3.0345865206830296,0.1518897228895686,0.3127237832333763
858877,CSCO,2016,2017,53,8.0,0.0943396226415094,0.3846153846153846,54,0.9438,0.1636,4,2,3,0,3,1,0,Information Technology,Cisco Systems,0.0740190112311081,-0.0252198103437772,0.1981620422437566,3.0345865206830296,11.773888748522092,0.0010111781144285,0.0276012915321319,0.1868932931313428,2.287294248196782,0.3127237832333763,0.1656804689950461
858877,CSCO,2017,2018,47,2.0,0.1063829787234042,0.4285714285714285,48,0.9282,0.1437,0,2,0,0,4,1,0,Information Technology,Cisco Systems,0.0010111781144285,0.0276012915321319,0.1868932931313428,2.287294248196782,11.59711954376624,0.1188326362827605,0.0521792012973849,0.1480167292137474,1.5058968213925328,0.1656804689950461,0.1381849079832767
858877,CSCO,2018,2019,57,7.0,0.175438596491228,0.3529411764705882,58,0.8796,0.1796,3,5,3,0,3,1,2,Information Technology,Cisco Systems,0.1188326362827605,0.0521792012973849,0.1480167292137474,1.5058968213925328,11.490608278819195,0.1182250429612136,-0.0501502774352651,0.129031237810085,1.7201452765386285,0.1381849079832767,-0.0353366979958634
858877,CSCO,2019,2020,74,5.0,0.1216216216216216,0.2857142857142857,81,0.8492,0.2275,3,1,6,0,2,1,1,Information Technology,Cisco Systems,0.1182250429612136,-0.0501502774352651,0.129031237810085,1.7201452765386285,11.460083603750697,0.1086289834559012,0.0104866027058274,0.1010184928767039,1.4895837300529382,-0.0353366979958634,0.4575730296623338
858877,CSCO,2020,2021,136,10.0,0.0441176470588235,0.3125,151,0.1062,0.416,0,8,7,0,0,1,0,Information Technology,Cisco Systems,0.1086289834559012,0.0104866027058274,0.1010184928767039,1.4895837300529382,11.487576887281786,0.1256569009170017,0.0349070617046047,0.0972319737877917,1.4320202808112326,0.4575730296623338,-0.2245752000670733
858877,CSCO,2021,2022,94,12.0,0.0212765957446808,0.3571428571428571,99,0.1913,0.2612,0,4,10,0,0,0,0,Information Technology,Cisco Systems,0.1256569009170017,0.0349070617046047,0.0972319737877917,1.4320202808112326,11.451071337621542,0.1238365471468405,0.1055336811684155,0.0723108039115579,1.384522022421668,-0.2245752000670733,0.0930166895940997
858877,CSCO,2022,2023,74,9.0,0.0675675675675675,0.5714285714285714,79,0.499,0.2213,1,9,4,0,0,0,0,Information Technology,Cisco Systems,0.1238365471468405,0.1055336811684155,0.0723108039115579,1.384522022421668,11.531276058182822,0.0829495309975645,-0.0560545984069617,0.1649907967816868,0.9082889808791642,0.0930166895940997,0.2098950094185847
109198,TJX,2015,2016,1315,0.0,0.026615969581749,1.0,1562,0.0709,0.9243,5,0,9,0,0,0,21,Consumer Discretionary,TJX Companies,0.1783815778689033,0.0723480525312412,0.1865776795183535,1.6291161025513403,9.463726608135769,0.1855132463580384,0.0807901603869654,0.1744573469298475,1.6555781374712544,0.0735330289253349,0.0344793485960448
109198,TJX,2016,2017,764,0.0,0.0052356020942408,1.0,861,0.3439,0.5676,0,0,0,0,0,0,4,Consumer Discretionary,TJX Companies,0.1855132463580384,0.0807901603869654,0.1744573469298475,1.6555781374712544,9.55094797474339,0.2135831220221598,0.0866666421299806,0.172893270005247,1.5311244547918836,0.0344793485960448,0.189486590358496
109198,TJX,2017,2018,99,0.0,0.0,,116,0.0413,0.5156,0,0,0,0,0,0,0,Consumer Discretionary,TJX Companies,0.2135831220221598,0.0866666421299806,0.172893270005247,1.5311244547918836,9.569833371463844,0.1355225758307008,0.070408940727942,0.4163701284278159,1.2434006825218764,0.189486590358496,0.3877297059240022
109198,TJX,2018,2019,99,0.0,0.0,,111,0.0357,0.5139,0,0,0,0,0,0,0,Consumer Discretionary,TJX Companies,0.1355225758307008,0.070408940727942,0.4163701284278159,1.2434006825218764,10.091832722556962,0.002936045516332,-0.22955409942041502,0.4243631414810787,1.456851228675298,0.3877297059240022,0.1224737280460789
109198,TJX,2019,2020,71,8.0,0.0422535211267605,0.7272727272727273,77,0.5967,0.3305,2,0,4,0,3,2,0,Consumer Discretionary,TJX Companies,0.002936045516332,-0.2296430779248458,0.4243631414810787,1.456851228675298,10.335709969549804,0.115342474724942,0.5107209573823439,0.3840432559709344,1.2665666488984673,0.1224737280460789,0.1283752433179332
109198,TJX,2020,2021,150,3.0,0.0466666666666666,0.6,161,0.0533,0.6466,0,0,8,2,0,0,0,Consumer Discretionary,TJX Companies,0.115342474724942,0.5107209573823439,0.3840432559709344,1.2665666488984673,10.256306100127848,0.1233905957882112,0.0285482701105841,0.375110233165191,1.2087336244541484,0.1283752433179332,0.0673531199379982
