gvkey,cik,fyear,datadate,ni,at,sale,dltt,act,lct,ceq,sich,roa,leverage,current_ratio,log_assets,rev_growth
002285,0000012927,2019,2019-12-31,-636.0,133625.0,84818.0,20940.0,102229.0,97312.0,-8617.0,3721,-0.004759588400374181,0.1567072029934518,1.050528197961197,11.802792648327346,-0.16127245938275636
002285,0000012927,2020,2020-12-31,-11873.0,152136.0,58656.0,62974.0,121642.0,87280.0,-18316.0,3721,-0.07804201503917547,0.4139322711258348,1.393698441796517,11.932530136632112,-0.3084486783465774
002285,0000012927,2021,2021-12-31,-4202.0,138552.0,62272.0,58077.0,108666.0,81992.0,-14999.0,3721,-0.030327963508285698,0.41917114152087304,1.325324421894819,11.839000985408878,0.061647572285870256
002285,0000012927,2022,2022-12-31,-4935.0,137100.0,66608.0,53116.0,109523.0,90052.0,-15883.0,3721,-0.03599562363238512,0.38742523705324583,1.2162195176120463,11.828465865550406,0.06963001027749227
002285,0000012927,2023,2023-12-31,-2222.0,137012.0,77794.0,48621.0,109275.0,95827.0,-17233.0,3721,-0.01621755758619683,0.35486672700201444,1.14033623091613,11.827823792215248,0.16793778525102088
002285,0000012927,2024,2024-12-31,-11817.0,156363.0,66960.0,54356.0,127998.0,97078.0,-3914.0,3721,-0.0755741447784962,0.3476269961563797,1.318506767753765,11.959935506215542,-0.13926523896444454
002403,0000014272,2014,2014-12-31,2004.0,33749.0,15879.0,7242.0,14608.0,8461.0,14852.0,2834,0.05937953717147175,0.2145841358262467,1.7265098688098333,10.42670606623208,
002403,0000014272,2015,2015-12-31,1565.0,31748.0,16560.0,6550.0,10415.0,8017.0,14266.0,2834,0.04929444374448784,0.20631220864306413,1.299114381938381,10.365585010210767,0.04288683166446239
002403,0000014272,2016,2016-12-31,4457.0,33707.0,19427.0,5716.0,13704.0,8841.0,16177.0,2834,0.13222772717833092,0.16957901919482601,1.5500508992195452,10.425460809904182,0.1731280193236715
002403,0000014272,2017,2017-12-31,1007.0,33551.0,20776.0,6975.0,14854.0,9563.0,11741.0,2834,0.030014008524336087,0.20789246222169236,1.5532782599602635,10.420821948214945,0.06943943995470225
002403,0000014272,2018,2018-12-31,4920.0,34986.0,22561.0,5646.0,17160.0,10654.0,14031.0,2834,0.14062767964328587,0.1613788372491854,1.6106626619110194,10.46270326045021,0.08591644204851745
002403,0000014272,2019,2019-12-31,3439.0,129944.0,26145.0,44059.0,29354.0,18304.0,51598.0,2834,0.026465246567752263,0.33906144185187465,1.6036931818181819,11.774858867399232,0.15885820663977657
002403,0000014272,2020,2020-12-31,-9015.0,118481.0,42518.0,49169.0,30192.0,19080.0,37822.0,2834,-0.07608814915471679,0.41499480929431726,1.5823899371069183,11.682507889149141,0.6262382864792504
002403,0000014272,2021,2021-12-31,6994.0,109314.0,46385.0,40479.0,33262.0,21868.0,35946.0,2834,0.06398082587774667,0.3703002360173445,1.5210353027254435,11.60197975379374,0.09094971541464791
002403,0000014272,2022,2022-12-31,6327.0,96820.0,46159.0,36317.0,27273.0,21890.0,31061.0,2834,0.06534806858087172,0.3750981202230944,1.2459113750571038,11.480608863493686,-0.004872264740756749
002403,0000014272,2023,2023-12-31,8025.0,95159.0,45006.0,38183.0,31770.0,22262.0,29430.0,2834,0.08433253817295264,0.40125474206328354,1.4270954990566884,11.463304455744613,-0.024978877358694973
002403,0000014272,2024,2024-12-31,-8948.0,92603.0,48300.0,48973.0,29780.0,23774.0,16335.0,2834,-0.09662753906460914,0.5288489573771908,1.2526289223521494,11.436076817517693,0.07319024130115981
002968,0000019617,2014,2014-12-31,21762.0,2573126.0,102102.0,268676.0,,,212002.0,6020,0.00845741716495811,0.10441618482732676,,14.76063206013873,
002968,0000019617,2015,2015-12-31,24442.0,2351698.0,100492.0,259133.0,,,221505.0,6020,0.01039334132188742,0.1101897437511109,,14.67064817839595,-0.0157685451803099
002968,0000019617,2016,2016-12-31,24733.0,2490972.0,105486.0,271245.0,,,228122.0,6020,0.009929055806327811,0.10889122800256286,,14.728183553715466,0.049695498149106454
002968,0000019617,2017,2017-12-31,24441.0,2533600.0,113254.0,268522.0,,,229625.0,6020,0.009646747710767288,0.10598437006630881,,14.745151774206567,0.07364010390004361
002968,0000019617,2018,2018-12-31,32474.0,2622532.0,131412.0,249637.0,,,230447.0,6020,0.012382689705978802,0.09518930560237206,,14.77965082127538,0.1603298779734048
002968,0000019617,2019,2019-12-31,36431.0,2687379.0,142422.0,261720.0,,,234337.0,6020,0.013556331280403695,0.09738857079704798,,14.804076927148664,0.08378230298602873
002968,0000019617,2020,2020-12-31,29131.0,3386071.0,129503.0,263259.0,,,249291.0,6020,0.008603186406900505,0.0777476313993416,,15.035180810150003,-0.09070930052941262
002968,0000019617,2021,2021-12-31,48334.0,3743567.0,127202.0,286557.0,,,259289.0,6020,0.012911215426356735,0.07654651299148646,,15.135549458182043,-0.017767928156104507
002968,0000019617,2022,2022-12-31,37676.0,3665743.0,154792.0,271885.0,,,264928.0,6020,0.010277861814098807,0.07416913842568887,,15.1145416012692,0.2168991053599787
002968,0000019617,2023,2023-12-31,49552.0,3875393.0,236311.0,349484.0,,,300474.0,6020,0.012786316123293819,0.09018027332969843,,15.170157634981829,0.5266357434492739
002968,0000019617,2024,2024-12-31,58471.0,4002814.0,278803.0,369356.0,,,324708.0,6020,0.014607473642292647,0.09227408518107512,,15.202508171744036,0.1798138893238148
004321,0000032604,2014,2014-09-30,2147.0,24177.0,24537.0,3559.0,10867.0,8454.0,10119.0,3600,0.08880340819787401,0.14720602225255408,1.2854270167967825,10.093157046992621,
004321,0000032604,2015,2015-09-30,2710.0,22088.0,22304.0,4289.0,10049.0,7800.0,8081.0,3600,0.12269105396595437,0.19417783411807316,1.2883333333333333,10.00278975360999,-0.09100542038554016
004321,0000032604,2016,2016-09-30,1635.0,21743.0,14522.0,4062.0,9960.0,8008.0,7568.0,3600,0.07519661500252955,0.18681874626316516,1.2437562437562437,9.987047145635058,-0.3489060258249641
004321,0000032604,2017,2017-09-30,1518.0,19589.0,15264.0,3794.0,8252.0,5045.0,8718.0,3823,0.07749247026392363,0.1936801266016642,1.6356788899900891,9.8827234631834,0.051094890510948954
004321,0000032604,2018,2018-09-30,2203.0,20390.0,17408.0,3137.0,6619.0,6164.0,8947.0,3823,0.10804315841098577,0.15384992643452672,1.0738157040882543,9.922799863568502,0.14046121593291394
004321,0000032604,2019,2019-09-30,2306.0,20497.0,18372.0,4277.0,7139.0,5976.0,8233.0,3823,0.11250426891740255,0.20866468263648338,1.194611780455154,9.928033812954128,0.05537683823529416
004321,0000032604,2020,2020-09-30,1965.0,22882.0,16785.0,6699.0,8806.0,5785.0,8405.0,3823,0.08587536054540687,0.29276287037846344,1.5222126188418323,10.03810585426089,-0.0863814500326584
004321,0000032604,2021,2021-09-30,2303.0,24715.0,18236.0,6206.0,8432.0,6246.0,9883.0,3823,0.09318227796884483,0.25110256928990493,1.3499839897534422,10.11516562574106,0.08644623175454269
004321,0000032604,2022,2022-09-30,3231.0,35672.0,19629.0,8607.0,8506.0,7777.0,10364.0,3823,0.09057524108544517,0.2412816775061673,1.0937379452230938,10.482121346307313,0.07638736565036197
004321,0000032604,2023,2023-09-30,13219.0,42746.0,15165.0,8014.0,13819.0,5032.0,20689.0,3823,0.3092453095026435,0.1874795302484443,2.7462241653418125,10.663030902735755,-0.22741861531407614
